Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Offloading_Decision
67,2,0.9375,0.03017241379310344,0.053333333333333344,0.3333333333333333,0
68,2,0.8625,0.012931034482758619,0.013333333333333364,1.0,0
69,2,0.9125000000000001,0.0,0.13333333333333336,0.0,0
70,2,0.8125,0.03017241379310344,0.21333333333333337,0.8888888888888888,0
71,2,0.8375,0.0,0.21333333333333337,0.1111111111111111,0
72,2,0.8375,0.004310344827586202,0.25333333333333335,0.1111111111111111,0
73,2,0.9375,0.012931034482758619,0.16000000000000003,0.1111111111111111,0
74,2,0.925,0.012931034482758619,0.24000000000000005,1.0,0
75,2,0.8125,0.004310344827586202,0.17333333333333334,1.0,0
76,2,0.925,0.021551724137931036,0.10666666666666669,0.3333333333333333,0
77,2,0.9375,0.021551724137931036,0.09333333333333338,0.4444444444444445,0
78,2,0.8875,0.008620689655172417,0.26666666666666666,0.4444444444444445,0
79,2,0.9000000000000001,0.021551724137931036,0.026666666666666672,0.0,0
80,2,0.9000000000000001,0.004310344827586202,0.026666666666666672,0.8888888888888888,0
81,2,0.8500000000000001,0.01724137931034482,0.053333333333333344,0.5555555555555556,0
82,2,0.8250000000000001,0.012931034482758619,0.14666666666666672,0.4444444444444445,0
83,2,0.8375,0.03017241379310344,0.22666666666666668,0.4444444444444445,0
84,2,0.925,0.0,0.22666666666666668,0.4444444444444445,0
85,2,0.9375,0.004310344827586202,0.053333333333333344,0.4444444444444445,0
86,2,0.8250000000000001,0.004310344827586202,0.22666666666666668,0.2222222222222222,0
87,2,0.8625,0.01724137931034482,0.25333333333333335,0.3333333333333333,0
88,2,0.875,0.012931034482758619,0.26666666666666666,0.4444444444444445,0
89,2,0.9125000000000001,0.03017241379310344,0.10666666666666669,0.0,0
90,2,0.8250000000000001,0.025862068965517238,0.10666666666666669,0.0,0
91,2,0.8125,0.021551724137931036,0.053333333333333344,0.4444444444444445,0
92,2,0.8375,0.03017241379310344,0.22666666666666668,0.6666666666666665,0
93,2,0.9125000000000001,0.0,0.040000000000000036,0.1111111111111111,0
94,2,0.8375,0.0,0.14666666666666672,1.0,0
95,2,0.9125000000000001,0.008620689655172417,0.17333333333333334,0.2222222222222222,0
96,2,0.8125,0.01724137931034482,0.14666666666666672,0.0,0
97,2,0.875,0.012931034482758619,0.09333333333333338,0.1111111111111111,0
98,2,0.875,0.025862068965517238,0.25333333333333335,0.2222222222222222,0
99,2,0.8500000000000001,0.008620689655172417,0.06666666666666671,0.6666666666666665,0
100,2,0.8125,0.008620689655172417,0.13333333333333336,0.6666666666666665,0
101,2,0.9375,0.012931034482758619,0.10666666666666669,0.2222222222222222,0
102,2,0.8250000000000001,0.025862068965517238,0.013333333333333364,0.7777777777777777,0
103,2,0.8500000000000001,0.012931034482758619,0.1866666666666667,0.5555555555555556,0
104,2,0.8625,0.012931034482758619,0.09333333333333338,0.0,0
105,2,0.9375,0.012931034482758619,0.16000000000000003,0.5555555555555556,0
106,2,0.8625,0.004310344827586202,0.10666666666666669,0.5555555555555556,0
107,2,0.9375,0.025862068965517238,0.22666666666666668,0.5555555555555556,0
108,2,0.8125,0.004310344827586202,0.10666666666666669,0.2222222222222222,0
109,2,0.925,0.01724137931034482,0.013333333333333364,0.1111111111111111,0
110,2,0.925,0.025862068965517238,0.14666666666666672,0.5555555555555556,0
111,2,0.8875,0.004310344827586202,0.16000000000000003,1.0,0
112,2,0.8500000000000001,0.01724137931034482,0.013333333333333364,0.6666666666666665,0
113,2,0.8125,0.012931034482758619,0.14666666666666672,0.6666666666666665,0
114,2,0.8250000000000001,0.021551724137931036,0.25333333333333335,0.5555555555555556,0
115,2,0.9375,0.004310344827586202,0.12000000000000005,0.8888888888888888,0
116,2,0.8625,0.025862068965517238,0.13333333333333336,0.6666666666666665,0
117,2,0.8625,0.008620689655172417,0.08000000000000002,0.6666666666666665,0
118,2,0.9375,0.025862068965517238,0.06666666666666671,1.0,0
119,2,0.925,0.01724137931034482,0.16000000000000003,0.8888888888888888,0
120,2,0.8125,0.01724137931034482,0.12000000000000005,0.3333333333333333,0
121,2,0.8875,0.021551724137931036,0.1866666666666667,0.7777777777777777,0
122,2,0.9000000000000001,0.012931034482758619,0.21333333333333337,0.7777777777777777,0
123,2,0.8375,0.004310344827586202,0.12000000000000005,0.8888888888888888,0
124,2,0.9375,0.021551724137931036,0.026666666666666672,0.3333333333333333,0
125,2,0.9375,0.01724137931034482,0.09333333333333338,0.3333333333333333,0
126,2,0.8375,0.0,0.013333333333333364,0.3333333333333333,0
127,2,0.9000000000000001,0.004310344827586202,0.1866666666666667,0.6666666666666665,0
128,2,0.9375,0.012931034482758619,0.16000000000000003,0.7777777777777777,0
129,2,0.8875,0.012931034482758619,0.053333333333333344,0.0,0
130,2,0.8250000000000001,0.025862068965517238,0.09333333333333338,0.2222222222222222,0
131,2,0.9125000000000001,0.03017241379310344,0.013333333333333364,0.8888888888888888,0
132,2,0.8500000000000001,0.004310344827586202,0.1866666666666667,0.2222222222222222,0
133,2,0.9000000000000001,0.021551724137931036,0.1866666666666667,1.0,0
134,2,0.9125000000000001,0.025862068965517238,0.22666666666666668,0.7777777777777777,0
135,2,0.8375,0.03017241379310344,0.1866666666666667,0.4444444444444445,0
136,2,0.8500000000000001,0.01724137931034482,0.21333333333333337,0.7777777777777777,0
137,2,0.9375,0.012931034482758619,0.10666666666666669,0.7777777777777777,0
138,2,0.8250000000000001,0.01724137931034482,0.09333333333333338,0.4444444444444445,0
139,2,0.875,0.021551724137931036,0.22666666666666668,0.1111111111111111,0
140,2,0.8375,0.008620689655172417,0.09333333333333338,0.6666666666666665,0
141,2,0.8375,0.012931034482758619,0.026666666666666672,0.6666666666666665,0
142,2,0.8875,0.021551724137931036,0.22666666666666668,0.7777777777777777,0
143,2,0.8875,0.0,0.08000000000000002,0.6666666666666665,0
144,2,0.8875,0.0,0.24000000000000005,0.6666666666666665,0
145,2,0.9000000000000001,0.0,0.14666666666666672,0.4444444444444445,0
146,2,0.8875,0.025862068965517238,0.22666666666666668,0.8888888888888888,0
147,2,0.925,0.012931034482758619,0.2,0.3333333333333333,0
148,2,0.8625,0.025862068965517238,0.2,0.0,0
149,2,0.8875,0.021551724137931036,0.16000000000000003,0.2222222222222222,0
150,2,0.9000000000000001,0.008620689655172417,0.25333333333333335,0.8888888888888888,0
151,2,0.8125,0.025862068965517238,0.24000000000000005,1.0,0
152,2,0.9375,0.0,0.026666666666666672,0.6666666666666665,0
153,2,0.8375,0.03017241379310344,0.06666666666666671,0.0,0
154,2,0.8625,0.025862068965517238,0.13333333333333336,0.3333333333333333,0
155,2,0.9000000000000001,0.021551724137931036,0.13333333333333336,0.6666666666666665,0
156,2,0.8625,0.025862068965517238,0.10666666666666669,0.1111111111111111,0
157,2,0.9000000000000001,0.0,0.22666666666666668,0.0,0
158,2,0.875,0.012931034482758619,0.26666666666666666,0.1111111111111111,0
159,2,0.9375,0.0,0.0,0.3333333333333333,0
160,2,0.8500000000000001,0.0,0.25333333333333335,0.2222222222222222,0
161,2,0.8500000000000001,0.008620689655172417,0.2,0.1111111111111111,0
162,2,0.925,0.012931034482758619,0.1866666666666667,0.4444444444444445,0
163,2,0.875,0.008620689655172417,0.25333333333333335,1.0,0
164,2,0.8250000000000001,0.008620689655172417,0.12000000000000005,0.1111111111111111,0
165,2,0.925,0.0,0.12000000000000005,1.0,0
166,2,0.9375,0.025862068965517238,0.16000000000000003,0.3333333333333333,0
167,2,0.8250000000000001,0.012931034482758619,0.040000000000000036,0.4444444444444445,0
168,2,0.9375,0.004310344827586202,0.24000000000000005,0.0,0
169,2,0.875,0.025862068965517238,0.14666666666666672,0.1111111111111111,0
170,2,0.9125000000000001,0.021551724137931036,0.0,0.6666666666666665,0
171,2,0.9000000000000001,0.004310344827586202,0.17333333333333334,0.5555555555555556,0
172,2,0.9375,0.03017241379310344,0.053333333333333344,0.6666666666666665,0
173,2,0.8375,0.01724137931034482,0.25333333333333335,0.8888888888888888,0
174,2,0.9000000000000001,0.03017241379310344,0.17333333333333334,1.0,0
175,2,0.8625,0.021551724137931036,0.09333333333333338,0.1111111111111111,0
176,2,0.8625,0.03017241379310344,0.09333333333333338,0.7777777777777777,0
177,2,0.925,0.025862068965517238,0.13333333333333336,0.0,0
178,2,0.9000000000000001,0.021551724137931036,0.06666666666666671,0.7777777777777777,0
179,2,0.8500000000000001,0.021551724137931036,0.10666666666666669,0.5555555555555556,0
180,2,0.8625,0.01724137931034482,0.22666666666666668,0.0,0
181,2,0.9125000000000001,0.012931034482758619,0.026666666666666672,0.3333333333333333,0
182,2,0.8875,0.03017241379310344,0.22666666666666668,0.3333333333333333,0
183,2,0.9000000000000001,0.03017241379310344,0.1866666666666667,0.0,0
184,2,0.8250000000000001,0.01724137931034482,0.09333333333333338,0.6666666666666665,0
185,2,0.8500000000000001,0.01724137931034482,0.24000000000000005,0.5555555555555556,0
186,2,0.9000000000000001,0.021551724137931036,0.17333333333333334,0.8888888888888888,0
187,2,0.875,0.021551724137931036,0.1866666666666667,0.4444444444444445,0
188,2,0.8625,0.01724137931034482,0.09333333333333338,0.1111111111111111,0
189,2,0.8500000000000001,0.021551724137931036,0.040000000000000036,0.8888888888888888,0
190,2,0.8375,0.012931034482758619,0.08000000000000002,0.7777777777777777,0
191,2,0.8625,0.01724137931034482,0.040000000000000036,0.3333333333333333,0
192,2,0.8625,0.012931034482758619,0.14666666666666672,0.2222222222222222,0
193,2,0.8625,0.0,0.22666666666666668,0.2222222222222222,0
194,2,0.8625,0.0,0.013333333333333364,0.8888888888888888,0
195,2,0.8625,0.008620689655172417,0.26666666666666666,0.7777777777777777,0
196,2,0.8250000000000001,0.0,0.24000000000000005,0.4444444444444445,0
197,2,0.9000000000000001,0.03017241379310344,0.1866666666666667,0.5555555555555556,0
198,2,0.8375,0.0,0.10666666666666669,0.7777777777777777,0
199,2,0.8250000000000001,0.004310344827586202,0.16000000000000003,0.7777777777777777,0
200,2,0.8250000000000001,0.0,0.053333333333333344,0.2222222222222222,0
201,2,0.925,0.01724137931034482,0.026666666666666672,0.3333333333333333,0
202,2,0.8250000000000001,0.025862068965517238,0.25333333333333335,1.0,0
203,2,0.925,0.012931034482758619,0.21333333333333337,0.6666666666666665,0
204,2,0.9000000000000001,0.03017241379310344,0.12000000000000005,1.0,0
205,2,0.8875,0.01724137931034482,0.24000000000000005,1.0,0
206,2,0.8125,0.004310344827586202,0.08000000000000002,0.3333333333333333,0
207,2,0.8625,0.004310344827586202,0.06666666666666671,0.3333333333333333,0
208,2,0.8375,0.004310344827586202,0.06666666666666671,0.0,0
209,2,0.8875,0.03017241379310344,0.25333333333333335,0.7777777777777777,0
210,2,0.8625,0.0,0.09333333333333338,0.4444444444444445,0
211,2,0.8625,0.03017241379310344,0.026666666666666672,0.3333333333333333,0
212,2,0.8625,0.012931034482758619,0.17333333333333334,0.1111111111111111,0
213,2,0.9125000000000001,0.012931034482758619,0.26666666666666666,0.2222222222222222,0
214,2,0.8625,0.008620689655172417,0.026666666666666672,0.0,0
215,2,0.8375,0.01724137931034482,0.25333333333333335,1.0,0
216,2,0.8625,0.03017241379310344,0.040000000000000036,0.7777777777777777,0
217,2,0.8625,0.025862068965517238,0.10666666666666669,0.8888888888888888,0
218,2,0.9125000000000001,0.03017241379310344,0.1866666666666667,0.1111111111111111,0
219,2,0.925,0.0,0.17333333333333334,0.5555555555555556,0
220,2,0.925,0.01724137931034482,0.0,0.1111111111111111,0
221,2,0.8500000000000001,0.0,0.10666666666666669,1.0,0
222,2,0.8125,0.008620689655172417,0.2,0.8888888888888888,0
223,2,0.9375,0.03017241379310344,0.10666666666666669,0.2222222222222222,0
224,2,0.925,0.025862068965517238,0.26666666666666666,0.7777777777777777,0
225,2,0.8250000000000001,0.03017241379310344,0.14666666666666672,0.6666666666666665,0
226,2,0.875,0.021551724137931036,0.040000000000000036,0.2222222222222222,0
227,2,0.875,0.025862068965517238,0.2,0.4444444444444445,0
228,2,0.9375,0.025862068965517238,0.22666666666666668,0.0,0
229,2,0.9000000000000001,0.004310344827586202,0.13333333333333336,0.4444444444444445,0
230,2,0.875,0.004310344827586202,0.16000000000000003,0.8888888888888888,0
231,2,0.8125,0.03017241379310344,0.17333333333333334,0.0,0
232,2,0.8500000000000001,0.021551724137931036,0.25333333333333335,0.7777777777777777,0
233,2,0.9375,0.03017241379310344,0.013333333333333364,0.3333333333333333,0
234,2,0.8625,0.008620689655172417,0.12000000000000005,0.7777777777777777,0
235,2,0.9000000000000001,0.004310344827586202,0.0,1.0,0
236,2,0.8500000000000001,0.008620689655172417,0.12000000000000005,0.8888888888888888,0
237,2,0.8125,0.025862068965517238,0.026666666666666672,0.3333333333333333,0
238,2,0.8250000000000001,0.03017241379310344,0.040000000000000036,0.2222222222222222,0
239,2,0.9000000000000001,0.01724137931034482,0.21333333333333337,0.4444444444444445,0
240,2,0.8875,0.03017241379310344,0.2,0.3333333333333333,0
241,2,0.9000000000000001,0.008620689655172417,0.16000000000000003,0.3333333333333333,0
242,2,0.925,0.008620689655172417,0.026666666666666672,0.4444444444444445,0
243,2,0.8875,0.021551724137931036,0.21333333333333337,0.4444444444444445,0
244,2,0.8125,0.01724137931034482,0.12000000000000005,1.0,0
245,2,0.925,0.03017241379310344,0.053333333333333344,0.7777777777777777,0
246,2,0.9125000000000001,0.03017241379310344,0.14666666666666672,0.5555555555555556,0
247,2,0.9125000000000001,0.025862068965517238,0.1866666666666667,0.5555555555555556,0
248,2,0.8500000000000001,0.012931034482758619,0.24000000000000005,0.6666666666666665,0
249,2,0.8500000000000001,0.025862068965517238,0.013333333333333364,0.5555555555555556,0
250,2,0.9000000000000001,0.025862068965517238,0.16000000000000003,0.2222222222222222,0
251,2,0.9000000000000001,0.0,0.053333333333333344,0.8888888888888888,0
252,2,0.925,0.021551724137931036,0.040000000000000036,0.7777777777777777,0
253,2,0.8250000000000001,0.03017241379310344,0.0,0.2222222222222222,0
254,2,0.8875,0.008620689655172417,0.026666666666666672,0.7777777777777777,0
255,2,0.8625,0.021551724137931036,0.25333333333333335,0.6666666666666665,0
256,2,0.9375,0.004310344827586202,0.13333333333333336,0.8888888888888888,0
257,2,0.8875,0.021551724137931036,0.26666666666666666,0.7777777777777777,0
258,2,0.9125000000000001,0.0,0.25333333333333335,0.1111111111111111,0
259,2,0.8500000000000001,0.01724137931034482,0.09333333333333338,0.1111111111111111,0
260,2,0.8875,0.004310344827586202,0.26666666666666666,0.1111111111111111,0
261,2,0.9000000000000001,0.008620689655172417,0.12000000000000005,0.0,0
262,2,0.8125,0.021551724137931036,0.013333333333333364,0.4444444444444445,0
263,2,0.875,0.021551724137931036,0.17333333333333334,0.2222222222222222,0
264,2,0.8500000000000001,0.025862068965517238,0.24000000000000005,0.2222222222222222,0
265,2,0.8375,0.008620689655172417,0.026666666666666672,1.0,0
266,2,0.8875,0.012931034482758619,0.2,1.0,0
267,2,0.8375,0.012931034482758619,0.1866666666666667,0.4444444444444445,0
268,2,0.9000000000000001,0.01724137931034482,0.0,0.7777777777777777,0
269,2,0.8625,0.008620689655172417,0.026666666666666672,0.7777777777777777,0
270,2,0.875,0.01724137931034482,0.26666666666666666,0.6666666666666665,0
271,2,0.8625,0.03017241379310344,0.12000000000000005,0.3333333333333333,0
272,2,0.8875,0.03017241379310344,0.040000000000000036,0.3333333333333333,0
273,2,0.8875,0.021551724137931036,0.24000000000000005,0.4444444444444445,0
274,2,0.8625,0.0,0.16000000000000003,0.4444444444444445,0
275,2,0.8125,0.0,0.25333333333333335,0.7777777777777777,0
276,2,0.8625,0.012931034482758619,0.25333333333333335,0.5555555555555556,0
277,2,0.8500000000000001,0.012931034482758619,0.25333333333333335,0.4444444444444445,0
278,2,0.9375,0.008620689655172417,0.26666666666666666,0.1111111111111111,0
279,2,0.9375,0.0,0.12000000000000005,0.7777777777777777,0
280,2,0.8125,0.021551724137931036,0.053333333333333344,0.1111111111111111,0
281,2,0.8625,0.021551724137931036,0.17333333333333334,0.2222222222222222,0
282,2,0.8500000000000001,0.008620689655172417,0.22666666666666668,0.5555555555555556,0
283,2,0.9125000000000001,0.01724137931034482,0.06666666666666671,0.4444444444444445,0
284,2,0.9000000000000001,0.01724137931034482,0.13333333333333336,0.1111111111111111,0
285,2,0.9000000000000001,0.004310344827586202,0.053333333333333344,0.3333333333333333,0
286,2,0.9375,0.025862068965517238,0.22666666666666668,0.5555555555555556,0
287,2,0.8250000000000001,0.025862068965517238,0.0,0.4444444444444445,0
288,2,0.9125000000000001,0.004310344827586202,0.1866666666666667,0.5555555555555556,0
289,2,0.9375,0.01724137931034482,0.24000000000000005,0.6666666666666665,0
290,2,0.9375,0.021551724137931036,0.040000000000000036,0.3333333333333333,0
291,2,0.9000000000000001,0.0,0.25333333333333335,0.8888888888888888,0
292,2,0.875,0.012931034482758619,0.26666666666666666,0.1111111111111111,0
293,2,0.9375,0.03017241379310344,0.12000000000000005,0.6666666666666665,0
294,2,0.8250000000000001,0.008620689655172417,0.013333333333333364,0.0,0
295,2,0.8625,0.03017241379310344,0.040000000000000036,0.1111111111111111,0
296,2,0.8500000000000001,0.008620689655172417,0.16000000000000003,0.7777777777777777,0
297,2,0.875,0.025862068965517238,0.24000000000000005,0.2222222222222222,0
298,2,0.8875,0.004310344827586202,0.2,1.0,0
299,2,0.8875,0.01724137931034482,0.013333333333333364,0.5555555555555556,0
300,2,0.8500000000000001,0.03017241379310344,0.1866666666666667,0.3333333333333333,0
301,2,0.875,0.004310344827586202,0.14666666666666672,0.8888888888888888,0
302,2,0.9375,0.021551724137931036,0.013333333333333364,0.6666666666666665,0
303,2,0.8625,0.012931034482758619,0.040000000000000036,0.7777777777777777,0
304,2,0.8250000000000001,0.012931034482758619,0.26666666666666666,1.0,0
305,2,0.8125,0.0,0.13333333333333336,0.3333333333333333,0
306,2,0.8375,0.012931034482758619,0.026666666666666672,0.8888888888888888,0
307,2,0.8500000000000001,0.012931034482758619,0.09333333333333338,0.5555555555555556,0
308,2,0.8375,0.0,0.10666666666666669,0.2222222222222222,0
309,2,0.8375,0.01724137931034482,0.06666666666666671,0.1111111111111111,0
310,2,0.9375,0.0,0.053333333333333344,0.0,0
311,2,0.875,0.012931034482758619,0.24000000000000005,0.5555555555555556,0
312,2,0.8125,0.008620689655172417,0.10666666666666669,0.0,0
313,2,0.8375,0.025862068965517238,0.21333333333333337,0.1111111111111111,0
314,2,0.8250000000000001,0.03017241379310344,0.1866666666666667,0.5555555555555556,0
315,2,0.9125000000000001,0.004310344827586202,0.1866666666666667,0.8888888888888888,0
316,2,0.8500000000000001,0.0,0.21333333333333337,0.4444444444444445,0
317,2,0.9000000000000001,0.0,0.013333333333333364,0.7777777777777777,0
318,2,0.8875,0.025862068965517238,0.040000000000000036,0.7777777777777777,0
319,2,0.9000000000000001,0.004310344827586202,0.026666666666666672,0.5555555555555556,0
320,2,0.925,0.008620689655172417,0.026666666666666672,0.2222222222222222,0
321,2,0.8625,0.021551724137931036,0.16000000000000003,1.0,0
322,2,0.9125000000000001,0.01724137931034482,0.1866666666666667,0.8888888888888888,0
323,2,0.925,0.025862068965517238,0.040000000000000036,0.1111111111111111,0
324,2,0.9375,0.012931034482758619,0.17333333333333334,0.7777777777777777,0
325,2,0.8500000000000001,0.025862068965517238,0.13333333333333336,0.7777777777777777,0
326,2,0.8875,0.025862068965517238,0.040000000000000036,0.5555555555555556,0
327,2,0.8875,0.021551724137931036,0.10666666666666669,0.5555555555555556,0
328,2,0.8375,0.03017241379310344,0.026666666666666672,0.1111111111111111,0
329,2,0.8250000000000001,0.004310344827586202,0.17333333333333334,0.1111111111111111,0
330,2,0.875,0.008620689655172417,0.22666666666666668,0.0,0
331,2,0.925,0.021551724137931036,0.040000000000000036,0.6666666666666665,0
332,2,0.875,0.025862068965517238,0.013333333333333364,0.4444444444444445,0
333,2,0.925,0.01724137931034482,0.14666666666666672,0.1111111111111111,0
334,2,0.925,0.012931034482758619,0.053333333333333344,0.7777777777777777,0
335,2,0.8500000000000001,0.004310344827586202,0.14666666666666672,0.8888888888888888,0
336,2,0.875,0.004310344827586202,0.10666666666666669,1.0,0
337,2,0.8500000000000001,0.025862068965517238,0.22666666666666668,1.0,0
338,2,0.925,0.0,0.25333333333333335,0.4444444444444445,0
339,2,0.8125,0.008620689655172417,0.10666666666666669,0.4444444444444445,0
340,2,0.875,0.021551724137931036,0.0,0.2222222222222222,0
341,2,0.8375,0.025862068965517238,0.026666666666666672,0.2222222222222222,0
342,2,0.9375,0.0,0.026666666666666672,0.8888888888888888,0
343,2,0.8500000000000001,0.025862068965517238,0.17333333333333334,0.7777777777777777,0
344,2,0.875,0.008620689655172417,0.14666666666666672,0.4444444444444445,0
345,2,0.875,0.004310344827586202,0.013333333333333364,0.2222222222222222,0
346,2,0.8375,0.0,0.026666666666666672,0.4444444444444445,0
347,2,0.9000000000000001,0.025862068965517238,0.2,1.0,0
348,2,0.9000000000000001,0.025862068965517238,0.10666666666666669,0.3333333333333333,0
349,2,0.9125000000000001,0.004310344827586202,0.14666666666666672,0.6666666666666665,0
350,2,0.8250000000000001,0.01724137931034482,0.24000000000000005,0.7777777777777777,0
351,2,0.9125000000000001,0.01724137931034482,0.013333333333333364,0.3333333333333333,0
352,2,0.8875,0.0,0.0,0.3333333333333333,0
353,2,0.8625,0.012931034482758619,0.053333333333333344,0.4444444444444445,0
354,2,0.8625,0.021551724137931036,0.040000000000000036,0.0,0
355,2,0.9000000000000001,0.025862068965517238,0.06666666666666671,0.2222222222222222,0
356,2,0.8875,0.012931034482758619,0.21333333333333337,0.8888888888888888,0
357,2,0.9375,0.021551724137931036,0.026666666666666672,0.6666666666666665,0
358,2,0.8125,0.025862068965517238,0.0,0.7777777777777777,0
359,2,0.8250000000000001,0.021551724137931036,0.24000000000000005,0.6666666666666665,0
360,2,0.925,0.025862068965517238,0.26666666666666666,0.6666666666666665,0
361,2,0.8625,0.004310344827586202,0.16000000000000003,0.0,0
362,2,0.875,0.008620689655172417,0.25333333333333335,0.7777777777777777,0
363,2,0.875,0.004310344827586202,0.17333333333333334,0.1111111111111111,0
364,2,0.8500000000000001,0.025862068965517238,0.24000000000000005,0.6666666666666665,0
365,2,0.9125000000000001,0.004310344827586202,0.16000000000000003,0.4444444444444445,0
366,2,0.875,0.012931034482758619,0.13333333333333336,0.2222222222222222,0
367,2,0.8250000000000001,0.004310344827586202,0.21333333333333337,0.8888888888888888,0
368,2,0.8500000000000001,0.021551724137931036,0.14666666666666672,0.2222222222222222,0
369,2,0.8500000000000001,0.004310344827586202,0.053333333333333344,0.4444444444444445,0
